product_category,total_orders,detractors,pct_detractors,avg_year
"['AUS Furniture - Bedroom - Bedheads,AUS Manchester - Blankets & Throws']",1,1,100.0,2020.0
"['AUS Dinnerware - Dinnerware Sets,AUS Dinnerware - Teacups & Mugs']",3,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Armchairs,AUS Dinnerware - Drinkware - Glasses,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Sofa Beds']",1,0,0.0,2020.0
"['AUS Furniture - Outdoor - Benches,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedheads']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Pillowcases,AUS Manchester - Pillowcases,AUS Manchester - Quilt Covers,AUS Manchester - Quilts,AUS Manchester - Pillows,AUS Manchester - Pillows,AUS Manchester - Pillows,AUS Manchester - Mattress Toppers'
 'Pads' 'Underlays']",1,1,100.0,2020.0
"['AUS Rugs - Rugs,AUS Kitchenware - [Appliances] Cooking Appliances & Microwaves,AUS Kitchenware - [Appliances] Food Processors'
 'Mixers' 'Blenders & Juicers']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Manchester - Home - Cushions']",1,0,0.0,2020.0
"['AUS S&O - Boxes & Baskets,AUS S&O - Boxes & Baskets']",7,1,14.29,2019.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Bar Stools,AUS Furniture - Bedroom - Bedside Tables,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Manchester - Bed Sheets']",4,1,25.0,2019.0
"['AUS S&O - Bookcases & Shelving Units,AUS S&O - Shoe Racks & Cabinets,AUS Kids - S&O - Toy Boxes & Kids Storage Units']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Dressing Tables,AUS Home Décor - Photo & Picture Frames']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS S&O - Bookcases & Shelving Units,AUS Pet - [Cat] Cat Trees & Scratching Posts,AUS Manchester - Quilt Covers,AUS Lighting - Indoor - Lamps']",1,1,100.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Home Décor - Statues & Ornaments,AUS Manchester - Home - Cushions']",1,0,0.0,2019.0
"['AUS Dinnerware - Dinnerware Sets,AUS Kitchenware - Knives,AUS Dinnerware - Cutlery Sets,AUS Dinnerware - Cutlery Sets,AUS Kitchenware - [Cooking] Cookware Sets']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Outdoor - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Blankets & Throws']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Rugs - Rugs']",20,2,10.0,2019.0
"['AUS Baby - Changing Tables,AUS Rugs - Rugs']",2,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Furniture - Bedroom - Beds']",2,0,0.0,2020.0
"['AUS S&O - Bookcases & Shelving Units,AUS Furniture - Bedroom - Wardrobes']",3,0,0.0,2019.0
"['AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",7,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Manchester - Pillowcases,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains']",2,1,50.0,2020.0
"['AUS S&O - Bookcases & Shelving Units,AUS Furniture - Armchairs']",2,0,0.0,2020.0
"['AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Manchester - Quilt Covers,AUS Manchester - Quilts,AUS Manchester - Pillows,AUS Manchester - Pillows']",1,0,0.0,2020.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Rugs - Rugs,AUS Home Décor - Mirrors']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Lamp Shades']",1,1,100.0,2020.0
"['AUS Kitchenware - [Appliances] Food Processors' 'Mixers'
 'Blenders & Juicers,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Lighting - Indoor - Lamps,AUS Home Décor - Vases']",1,1,100.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Rugs - Doormats,AUS Rugs - Doormats']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Kitchenware - [Appliances] Cooking Appliances & Microwaves']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Manchester - Pillows']",1,1,100.0,2018.0
"['AUS Furniture - Armchairs,AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Armchairs']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Outdoor - Hammocks & Hammock Acc']",2,0,0.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Home Décor - Clocks']",4,0,0.0,2019.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds,AUS Rugs - Rugs']",1,0,0.0,2018.0
"['AUS Lighting - Indoor - Wall Lighting,AUS Lighting - Indoor - Wall Lighting']",6,1,16.67,2019.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Home Décor - Clocks,AUS Furniture - Bedroom - Chest of Drawers,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Dinnerware - Plates & Bowls,AUS Dinnerware - Cutlery Sets,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS S&O - Kitchen - Food Storage and Organisation']",1,0,0.0,2019.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Home Décor - Statues & Ornaments,AUS Furniture - Occasional - Ottomans & Stools,AUS S&O - Shoe Racks & Cabinets']",1,0,0.0,2019.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Furniture - Bedroom - Bedheads']",4,0,0.0,2019.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Home Décor - Artificial Plants & Flowers,AUS Dinnerware - Cutlery Sets']",1,1,100.0,2020.0
"['AUS Rugs - Doormats,AUS Lighting - Indoor - Lamps,AUS Rugs - Rugs,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Rugs - Rugs']",5,0,0.0,2019.0
"['AUS Outdoor - All Planters,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Rugs - Doormats,AUS Rugs - Doormats,AUS Rugs - Doormats']",5,1,20.0,2020.0
"['AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables,AUS Lighting - Outdoor Lighting']",1,0,0.0,2020.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Furniture - Dining Benches']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Lighting - Indoor - Lamps,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS S&O - Bookcases & Shelving Units']",7,0,0.0,2019.0
"['AUS Seasonal - Christmas Decorations,AUS Home Décor - Candles & Diffusers,AUS Home Décor - Candles & Diffusers,AUS Home Décor - Candles & Diffusers']",1,0,0.0,2020.0
"['AUS Outdoor - Firepits & Patio Heaters,AUS Furniture - Outdoor - Sofas & Lounge Sets']",2,0,0.0,2020.0
"['AUS Bathroomware - Showers,AUS Bathroomware - Showers,AUS Bathroomware - Showers']",1,0,0.0,2020.0
"['AUS Home Décor - Mirrors,AUS Lighting - Indoor - Ceiling Fixtures']",6,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Furniture - Occasional - Console Tables,AUS Furniture - Occasional - Console Tables']",1,0,0.0,2018.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Bedspreads,Coverlets & Comforters']",2,1,50.0,2019.0
"['AUS Manchester - Quilts,AUS Furniture - Entertainment - TV Units,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Pillows,AUS Manchester - Quilt Covers']",1,0,0.0,2018.0
"['AUS Home Décor - Statues & Ornaments,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Outdoor - Cushions,AUS Rugs - Doormats,AUS Lighting - Party Lights']",1,1,100.0,2019.0
"['AUS Home Décor - Mirrors,AUS Home Décor - Wall Accents,AUS Outdoor - All Planters,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Armchairs,AUS Furniture - Armchairs']",2,0,0.0,2020.0
"['AUS Kitchenware - [Cooking] Frying Pans,AUS Kitchenware - [Cooking] Frying Pans']",6,2,33.33,2019.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Toys - Toys (ALL TOYS),AUS Rugs - Rugs,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Armchairs']",1,1,100.0,2020.0
"['AUS Manchester - Quilts,AUS Manchester - Quilts,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Pillows']",1,0,0.0,2019.0
"['AUS Office - Ergonomic Accessories,AUS Office - Ergonomic Accessories,AUS Office - Office Chairs,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Kids - Outdoor Play,AUS Outdoor - Pools & Accessories']",1,0,0.0,2020.0
"['AUS Kitchenware - Cutting Boards,AUS Kitchenware - Knives']",3,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Toys - Toys (ALL TOYS),AUS Kids - S&O - Toy Boxes & Kids Storage Units']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Chairs,AUS S&O - Laundry Baskets & Organisation']",1,0,0.0,2020.0
"['AUS Outdoor - Cushions,AUS Manchester - Home - Cushions,AUS Outdoor - Cushions,AUS Home Décor - Mirrors']",1,0,0.0,2020.0
"['AUS Lighting - Party Lights,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Bedroom - Bedside Tables']",4,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Manchester - Bed Sheets,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Occasional - Ottomans & Stools,AUS Manchester - Pillows']",1,0,0.0,2019.0
"['AUS Gifting - Skin & Body Care,AUS Gifting - Skin & Body Care,AUS Kitchenware - [Home] Cleaning Solutions']",1,0,0.0,2020.0
"['AUS Manchester - Pillows,AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Pillows']",1,0,0.0,2018.0
"['AUS Manchester - Bed Sheets,AUS Home Décor - Wall Art,AUS Manchester - Quilt Covers']",1,1,100.0,2018.0
"['AUS Bathroomware - Bathroom Accessories,AUS Bathroomware - Bathroom Accessories,AUS S&O - Rubbish Bins,AUS Home Décor - Clocks,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2018.0
"['AUS Outdoor - Cushions,AUS Outdoor - Hammocks & Hammock Acc']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Dinnerware - Drinkware - Glasses']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Manchester - Home - Dining & Table Linens,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2018.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Seating - Bean Bags,AUS Rugs - Rugs']",1,1,100.0,2019.0
"['AUS Rugs - Rugs,AUS Manchester - Quilt Covers,AUS Home Décor - Candles & Diffusers']",1,0,0.0,2020.0
['AUS Furniture - Attic Ladders & Step Stools'],3,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Home - Curtains,AUS Manchester - Home - Curtains']",1,0,0.0,2019.0
"['AUS Home Décor - Clocks,AUS Manchester - Quilt Covers,AUS Manchester - Pillowcases,AUS Manchester - Pillowcases']",1,0,0.0,2019.0
"['AUS Dinnerware - Cutlery Sets,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS S&O - Kitchen - Food Storage and Organisation']",1,0,0.0,2019.0
"['AUS Kitchenware - [Appliances] Kettles & Toasters,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Office - Office Chairs']",5,0,0.0,2019.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Fan - Ceiling Fans']",4,0,0.0,2020.0
"['AUS Furniture - Bar Stools,AUS Furniture - Bar Stools,AUS Furniture - Dining - Dining Chairs']",3,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Furniture - Bedroom - Bedside Tables,AUS Manchester - Bed Sheets']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Bedroom - Bedheads']",1,0,0.0,2020.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Bedroom - Bedside Tables']",2,0,0.0,2020.0
"['AUS Home Décor - Mirrors,AUS Lighting - Indoor - Lamps,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Armchairs,AUS Home Décor - Mirrors']",1,0,0.0,2020.0
"['AUS Home Décor - Vases,AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills,AUS Home Décor - Vases']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Seasonal - Christmas Decorations']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Furniture - Bedroom - Beds,AUS Furniture - Entertainment - TV Units,AUS Office - Office Chairs']",1,0,0.0,2020.0
"['AUS Outdoor - Pools & Accessories,AUS Office - Office Chairs,AUS Office - Desks']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Home - Cushions,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Rugs - Rugs,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Outdoor - Sofas & Lounge Sets']",1,0,0.0,2018.0
"['AUS Home Décor - Clocks,AUS Home Décor - Clocks,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Photo & Picture Frames,AUS Home Décor - Photo & Picture Frames']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Rugs - Rugs,AUS Manchester - Quilt Covers']",1,0,0.0,2018.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Furniture - Bedroom - Bed Mattresses']",1,0,0.0,2018.0
"['AUS Furniture - Bedroom - Beds,AUS Office - Office Chairs']",2,0,0.0,2019.0
"['AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Wall Decals'
 'Stickers & Murals']",1,0,0.0,2018.0
"['AUS Rugs - Doormats,AUS Home Décor - Clocks']",1,0,0.0,2018.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Furniture - Bedroom - Chest of Drawers']",3,1,33.33,2019.0
"['AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments']",5,0,0.0,2020.0
"['AUS Kitchenware - [Home] Cleaning Solutions,AUS Kitchenware - [Home] Cleaning Solutions']",2,0,0.0,2019.0
"['AUS Dinnerware - Dinnerware Sets,AUS Dinnerware - Cutlery Sets']",3,1,33.33,2019.0
"['AUS Manchester - Blankets & Throws,AUS Manchester - Mattress Protectors & Accessories,AUS Manchester - Mattress Protectors & Accessories,AUS Kitchenware - [Cooking] Utensils,AUS S&O - Shoe Racks & Cabinets,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Quilt Covers,AUS Furniture - Bedroom - Bed Mattresses,AUS Manchester - Home - Cushions,AUS Manchester - Pillowcases,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Kitchenware - [Cooking] Frying Pans,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Dinnerware Sets']",1,0,0.0,2019.0
"['AUS Home Décor - Wall Art,AUS Furniture - Armchairs,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS S&O - Bookcases & Shelving Units,AUS Furniture - Seating - Bean Bags']",1,0,0.0,2019.0
"['AUS S&O - Bookcases & Shelving Units,AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Gift & Novelty - Gift Ideas,AUS Kitchenware - Knives']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Kitchenware - [Cooking] Utensils,AUS Manchester - Bed Sheets,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Home Décor - Photo & Picture Frames,AUS Kitchenware - Kitchen & Butler Trays']",1,0,0.0,2019.0
"['AUS S&O - Kitchen - Food Storage and Organisation,AUS S&O - Kitchen - Food Storage and Organisation,AUS Dinnerware - Cutlery Sets,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Dining - Dining Chairs']",4,1,25.0,2019.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Lighting - Indoor - Lamps,AUS Manchester - Bath - Bath Towels & Bath Mats']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Dining - Dining Sets,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Entertainment - TV Units,AUS Furniture - Bedroom - Chest of Drawers']",1,1,100.0,2020.0
"['AUS Rugs - Rugs,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2020.0
"['AUS Office - Desks,AUS Furniture - Occasional - Coffee Tables']",2,0,0.0,2020.0
"['AUS Home Décor - Mirrors,AUS S&O - Bookcases & Shelving Units,AUS S&O - Bookcases & Shelving Units,AUS Home Décor - Wall Shelving']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Home Décor - Decorative Bowls,AUS Dinnerware - Serving Pieces,AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - Cutting Boards,AUS Kitchenware - [Cooking] Utensils,AUS Furniture - Bar Stools']",1,1,100.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Outdoor - Tables']",1,0,0.0,2020.0
"['AUS Office - Desks,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bedside Tables']",1,1,100.0,2020.0
"['AUS Dinnerware - Dinnerware Sets,AUS Manchester - Quilt Covers,AUS Home Décor - Photo & Picture Frames,AUS Home Décor - Clocks,AUS Furniture - Occasional - Side/End Tables,AUS Manchester - Bed Sheets,AUS Manchester - Pillows,AUS Manchester - Quilts,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds']",1,1,100.0,2019.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2018.0
"['AUS Dinnerware - Serving Pieces,AUS Home Décor - Mirrors']",3,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Manchester - Quilt Covers,AUS Outdoor - All Planters']",1,0,0.0,2020.0
['AUS Appliances - Ovens & Range Hoods'],3,1,33.33,2018.0
"['AUS Furniture - Dining - Buffets & Sideboards,AUS Lighting - Indoor - Lamps']",3,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Dinnerware - Serving Pieces,AUS Manchester - Quilt Covers']",1,1,100.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Manchester - Quilts']",1,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses']",1,0,0.0,2019.0
"['AUS Home Décor - Photo & Picture Frames,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bed Mattresses']",1,0,0.0,2019.0
"['AUS Furniture - Bar Stools,AUS Furniture - Bedroom - Bed Mattresses']",2,0,0.0,2019.0
"['AUS Dinnerware - Serving Pieces,AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Manchester - Mattress Toppers'
 'Pads' 'Underlays,AUS Furniture - Bedroom - Bed Mattresses']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses']",1,0,0.0,2019.0
"['AUS Manchester - Quilts,AUS Manchester - Quilt Covers,AUS Manchester - Bed Sheets,AUS Furniture - Bedroom - Beds']",2,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Seating - Bean Bags']",1,0,0.0,2019.0
"['AUS Bathroomware - Bathroom Accessories,AUS S&O - Bookcases & Shelving Units']",1,0,0.0,2019.0
"['AUS Kitchenware - [Table] Coasters & Trivets,AUS Kitchenware - [Table] Coasters & Trivets,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers']",1,0,0.0,2019.0
"['AUS Gift & Novelty - Gift Ideas,AUS Pet - [Cat] Cat Trees & Scratching Posts,AUS Pet - [Cat] Cat Trees & Scratching Posts']",1,1,100.0,2019.0
"['AUS Home Décor - Wall Shelving,AUS Office - Office Chairs']",1,0,0.0,2020.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Home - Curtains']",1,0,0.0,2020.0
"['AUS Lighting - Lamp Shades,AUS Lighting - Lamp Shades,AUS Lighting - Lamp Shades,AUS Home Décor - Statues & Ornaments']",1,0,0.0,2020.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Home Décor - Candles & Diffusers,AUS Home Décor - Candles & Diffusers']",1,1,100.0,2020.0
"['AUS Home Décor - Vases,AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs']",1,0,0.0,2020.0
"['AUS Kids - Toys,AUS Home Décor - Statues & Ornaments']",1,0,0.0,2020.0
"['AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Trees,AUS Seasonal - Christmas Trees']",2,0,0.0,2020.0
"['AUS Dinnerware - Serving Pieces,AUS Furniture - Bedroom - Chest of Drawers']",1,1,100.0,2020.0
"['AUS Manchester - Home - Kitchen/Cooking Linens,AUS Lighting - Indoor - Ceiling Fixtures']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Office - Filing Cabinets']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Lighting - Party Lights,AUS Lighting - Party Lights,AUS Lighting - Party Lights,AUS Outdoor - Firepits & Patio Heaters,AUS Outdoor - Umbrellas & Gazebos']",1,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Lighting - Indoor - Lamps,AUS Manchester - Quilt Covers']",1,0,0.0,2018.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Bed Sheets,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Lighting - Lamp Shades']",1,0,0.0,2019.0
"['AUS Bathroomware - Bathroom Fixtures,AUS Bathroomware - Bathroom Accessories,AUS Bathroomware - Bathroom Accessories']",1,1,100.0,2019.0
"['AUS Furniture - Dining - Buffets & Sideboards,AUS Furniture - Armchairs']",1,1,100.0,2019.0
"['AUS Home Décor - Clocks,AUS Manchester - Home - Dining & Table Linens,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Rugs - Rugs,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
