product_category,total_orders,detractors,pct_detractors,avg_year
"['AUS Manchester - Pillows,AUS Kitchenware - [Cooking] Sauce & Saute Pans,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Bakeware,AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bed Mattresses']",1,1,100.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS S&O - Laundry Baskets & Organisation']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Manchester - Quilt Covers']",7,1,14.29,2019.0
"['AUS Manchester - Quilts,AUS Lighting - Indoor - Lamps,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Dinnerware - Teacups & Mugs,AUS Kitchenware - [Cooking] Utensils,AUS Kids - Outdoor Play']",1,1,100.0,2020.0
"['AUS Furniture - Bedroom - Bedheads,AUS Furniture - Occasional - Ottomans & Stools']",4,0,0.0,2020.0
"['AUS Outdoor - Hammocks & Hammock Acc,AUS Furniture - Occasional - Coffee Tables']",1,0,0.0,2019.0
"['AUS Bathroomware - Bathroom Taps & Mixers,AUS S&O - Cupboards,AUS S&O - Cupboards']",1,0,0.0,2018.0
"['AUS Rugs - Rugs,AUS Rugs - Doormats,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats']",1,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Chest of Drawers']",1,0,0.0,2018.0
"['AUS Home Décor - Wall Shelving,AUS Home Décor - Wall Decals'
 'Stickers & Murals']",1,0,0.0,2018.0
"['AUS Rugs - Doormats,AUS Pet - [Dog & Cat] Bowls & Feeders,AUS Home Décor - Clocks,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Lighting - Indoor - Lamps,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Home Décor - Vases,AUS Rugs - Rugs,AUS Home Décor - Vases,AUS Home Décor - Vases']",1,0,0.0,2019.0
"['AUS Home Décor - Jewellery Boxes,AUS Dinnerware - Serving Pieces,AUS S&O - Kitchen - Food Storage and Organisation']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Occasional - Console Tables,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Furniture - Bar Stools,AUS S&O - Bookcases & Shelving Units,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Armchairs']",1,0,0.0,2020.0
"['AUS Dinnerware - Cutlery Sets,AUS S&O - Bookcases & Shelving Units']",1,0,0.0,2019.0
"['AUS Manchester - Mattress Protectors & Accessories,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS S&O - Bookcases & Shelving Units,AUS Kitchenware - [Appliances] Kettles & Toasters']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Occasional - Coffee Tables,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Manchester - Bed Sheets,AUS Furniture - Dining Benches,AUS Manchester - Quilt Covers,AUS Manchester - Quilt Covers']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Chest of Drawers,AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers']",1,0,0.0,2020.0
"['AUS Bar & Wine - Barware & Accessories,AUS Kids - Toys']",1,1,100.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Pillowcases,AUS Rugs - Rugs']",2,0,0.0,2020.0
"['AUS Lighting - Outdoor Lighting,AUS Office - Office Chairs']",1,0,0.0,2020.0
"['AUS Kitchenware - [Cooking] Sauce & Saute Pans,AUS Lighting - Indoor - Lamps']",2,0,0.0,2020.0
"['AUS Manchester - Home - Blinds,AUS Manchester - Home - Blinds,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Outdoor - All Planters,AUS Furniture - Bar Stools,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Furniture - Sofa Beds,AUS Rugs - Rugs,AUS Appliances - Home Appliances']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Lighting - Indoor - Lamps']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Bedroom - Beds']",13,1,7.69,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Console Tables,AUS Office - Desks']",1,0,0.0,2020.0
"['AUS Seasonal - Christmas Lights,AUS S&O - Bookcases & Shelving Units']",2,0,0.0,2020.0
"['AUS Manchester - Quilt Covers,AUS Bathroomware - Bathroom Accessories,AUS Home Décor - Clocks']",1,0,0.0,2020.0
"['AUS Outdoor - Pools & Accessories,AUS Kitchenware - [Table] Coasters & Trivets,AUS Dinnerware - Plates & Bowls']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS S&O - Bookcases & Shelving Units']",2,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Furniture - Entertainment - TV Units,AUS Rugs - Rugs,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2020.0
"['AUS Furniture - Dining Benches,AUS Furniture - Dining - Dining Tables']",3,0,0.0,2019.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Beds']",1,0,0.0,2018.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Manchester - Pillowcases,AUS Furniture - Bedroom - Bedside Tables,AUS Manchester - Pillowcases']",1,0,0.0,2019.0
"['AUS Furniture - Bar Stools,AUS Kitchenware - [Cooking] Casseroles/Dutch Ovens,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2019.0
"['AUS Furniture - Dining - Dining Tables,AUS Lighting - Indoor - Ceiling Fixtures,AUS Lighting - Indoor - Ceiling Fixtures,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Occasional - Coffee Tables']",2,0,0.0,2020.0
"['AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Quilt Covers,AUS Furniture - Outdoor - Tables']",1,0,0.0,2020.0
"['AUS Kitchenware - Cutting Boards,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Statues & Ornaments,AUS Manchester - Pillowcases,AUS Dinnerware - Teacups & Mugs,AUS Home Décor - Candle Holders']",1,1,100.0,2019.0
"['AUS Furniture - Occasional - Console Tables,AUS Dinnerware - Drinkware - Jugs'
 'Carafes & Decanters,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Console Tables,AUS Office - Office Chairs']",1,0,0.0,2019.0
"['AUS Toys - Toys (ALL TOYS),AUS Toys - Toys (ALL TOYS),AUS Kids - Furniture - Tables & Chairs,AUS Furniture - Armchairs']",1,0,0.0,2019.0
"['AUS Bathroomware - Wall Mounted Cabinets,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2020.0
"['AUS Furniture - Outdoor - Chairs,AUS Home Décor - Room Dividers']",1,0,0.0,2020.0
"['AUS Furniture - Outdoor - Benches,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Seasonal - Christmas Trees']",2,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Tables,AUS S&O - Bookcases & Shelving Units']",1,0,0.0,2020.0
"['AUS Furniture - Armchairs,AUS Furniture - Bar Stools']",5,0,0.0,2020.0
"['AUS Manchester - Pillowcases,AUS Dinnerware - Cutlery Sets,AUS Seasonal - Christmas Lights']",1,1,100.0,2020.0
"['AUS Manchester - Blankets & Throws,AUS Manchester - Home - Cushions,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2018.0
"['AUS S&O - Boxes & Baskets,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2018.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Home Décor - Wall Shelving,AUS Office - Filing Cabinets,AUS Office - Desks,AUS Home Décor - Clocks,AUS S&O - Shoe Racks & Cabinets']",1,0,0.0,2018.0
"['AUS S&O - Bookcases & Shelving Units,AUS Office - Office Chairs']",7,1,14.29,2019.0
"['AUS Furniture - Wine Racks & Cabinets,AUS Manchester - Pillows']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Home Décor - Clocks,AUS Furniture - Armchairs']",1,0,0.0,2019.0
"['AUS Dinnerware - Teacups & Mugs,AUS Kitchenware - Cutting Boards']",1,0,0.0,2019.0
"['AUS Gift & Novelty - Gift Ideas,AUS Outdoor - Pools & Accessories']",2,1,50.0,2019.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Dining - Dining Chairs,AUS Rugs - Rugs,AUS Furniture - Dining - Dining Tables']",1,0,0.0,2019.0
"['AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Home Décor - Vases,AUS Furniture - Dining Benches']",1,0,0.0,2020.0
"['AUS Furniture - Kitchen - Kitchen Islands & Chopping Blocks,AUS Kitchenware - Knives,AUS Furniture - Kitchen - Kitchen Islands & Chopping Blocks']",1,0,0.0,2019.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Armchairs,AUS Rugs - Doormats']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS S&O - Rubbish Bins']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Occasional - Side/End Tables,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Furniture - Occasional - Side/End Tables,AUS Manchester - Quilt Covers,AUS Home Décor - Artificial Plants & Flowers,AUS Lighting - Indoor - Lamps,AUS Manchester - Home - Cushions,AUS Furniture - Armchairs']",1,0,0.0,2019.0
"['AUS Toys - Toys (ALL TOYS),AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS S&O - Sheds & Outdoor Storage']",2,0,0.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Quilt Covers,AUS Furniture - Bedroom - Beds,AUS Furniture - Bar Stools']",1,0,0.0,2020.0
"['AUS Office - Desks,AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Office - Desks']",1,0,0.0,2020.0
"['AUS Kitchenware - Knives,AUS Kitchenware - Knives,AUS Kitchenware - [Cooking] Utensils']",1,1,100.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS S&O - Shoe Racks & Cabinets,AUS Lighting - Indoor - Lamps,AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands']",1,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Manchester - Quilt Covers,AUS Rugs - Rugs']",2,1,50.0,2019.0
"['AUS Outdoor - All Planters,AUS Furniture - Outdoor - Tables,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bedside Tables,AUS Lighting - Indoor - Lamps']",1,1,100.0,2019.0
"['AUS Seasonal - Christmas Decorations,AUS Seasonal - Christmas Decorations,AUS Lighting - Indoor - Ceiling Fixtures,AUS Seasonal - Christmas Decorations']",1,1,100.0,2019.0
"['AUS Lighting - Bathroom Exhaust Fans & Heaters,AUS Lighting - Bathroom Exhaust Fans & Heaters,AUS Lighting - Bathroom Exhaust Fans & Heaters']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Manchester - Bedspreads,Coverlets & Comforters,AUS Manchester - Bed Sheets,AUS Rugs - Rugs,AUS Manchester - Quilt Covers,AUS Home Décor - Wall Decals'
 'Stickers & Murals']",1,0,0.0,2018.0
"['AUS Kitchen Fixtures - Kitchen Taps & Mixers,AUS Rugs - Rugs']",1,1,100.0,2018.0
"['AUS S&O - Bookcases & Shelving Units,AUS Furniture - Dining - Buffets & Sideboards']",2,0,0.0,2019.0
"['AUS Kitchenware - [Cooking] Cookware Sets,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - Knives']",1,0,0.0,2020.0
"['AUS Office - Storage Cabinets,AUS S&O - Cupboards']",1,0,0.0,2018.0
"['AUS Bathroomware - Bathroom Taps & Mixers,AUS Bathroomware - Bathroom Basins']",2,1,50.0,2019.0
"['AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2018.0
"['AUS Office - Desk Accessories,AUS Furniture - Seating - Bean Bags,AUS Furniture - Bar Stools']",1,0,0.0,2018.0
"['AUS Office - Office Chairs,AUS Office - Office Chairs,AUS Office - Office Chairs,AUS Office - Office Chairs,AUS Office - Office Chairs']",2,1,50.0,2019.0
"['AUS Furniture - Bedroom - Bedheads,AUS Home Décor - Mirrors']",1,0,0.0,2019.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Dining - Dining Tables']",1,1,100.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Home Décor - Clocks,AUS S&O - Wall Hooks & Racks']",1,0,0.0,2019.0
"['AUS Outdoor - Hammocks & Hammock Acc,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Manchester - Quilts,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds']",4,0,0.0,2019.0
"['AUS Furniture - Entertainment - TV Units,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Rugs - Rugs,AUS Fitness - Gym Equipment,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Teacups & Mugs,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS S&O - Cupboards']",1,0,0.0,2019.0
"['AUS Office - Desks,AUS Furniture - Bedroom - Beds,AUS Furniture - Bedroom - Bedheads']",1,0,0.0,2020.0
"['AUS Manchester - Quilts,AUS Manchester - Quilts,AUS Manchester - Quilts']",2,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Home Décor - Clocks']",2,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Home Décor - Clocks,AUS Rugs - Rugs']",5,1,20.0,2019.0
"['AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands,AUS Furniture - Occasional - Ottomans & Stools']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Side/End Tables,AUS S&O - Shoe Racks & Cabinets']",2,1,50.0,2020.0
"['AUS Furniture - Dining - Dining Tables,AUS Furniture - Outdoor - Coffee & Side Tables']",1,0,0.0,2020.0
"['AUS Rugs - Doormats,AUS Rugs - Doormats,AUS Rugs - Doormats,AUS Rugs - Rugs,AUS Bathroomware - Bathroom Accessories,AUS Rugs - Rugs,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Kitchenware - [Table] Coasters & Trivets,AUS Dinnerware - Teapots and Coffee Servers']",2,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Chairs,AUS Home Décor - Clocks,AUS Home Décor - Clocks,AUS Home Décor - Clocks,AUS Furniture - Sofa Beds,AUS S&O - Bookcases & Shelving Units,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2020.0
"['AUS Dinnerware - Teapots and Coffee Servers,AUS Home Décor - Candles & Diffusers']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Manchester - Home - Curtains']",1,0,0.0,2018.0
"['AUS Manchester - Home - Cushions,AUS Rugs - Doormats,AUS Rugs - Rugs,AUS Furniture - Armchairs']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps']",1,0,0.0,2018.0
['AUS Pet - [All Pets] Grooming & Wellbeing'],2,0,0.0,2019.0
"['AUS Manchester - Pillowcases,AUS Manchester - Quilt Covers,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Manchester - Home - Cushions,AUS Manchester - Home - Cushions']",1,0,0.0,2018.0
"['AUS S&O - Shoe Racks & Cabinets,AUS Lighting - Indoor - Lamps']",3,0,0.0,2019.0
"['AUS Home Décor - Statues & Ornaments,AUS Home Décor - Wall Accents,AUS Kitchenware - [Table] Coasters & Trivets']",1,0,0.0,2019.0
"['AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Furniture - Bedroom - Bed Mattresses']",7,0,0.0,2019.0
"['AUS Manchester - Quilt Covers,AUS Manchester - Quilts,AUS Rugs - Rugs']",1,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Furniture - Seating - Sofas & Lounge Sets,AUS Manchester - Pillowcases,AUS Manchester - Blankets & Throws']",1,0,0.0,2020.0
"['AUS Home Décor - Candles & Diffusers,AUS Furniture - Bedroom - Bedheads']",1,0,0.0,2020.0
"['AUS Home Décor - Vases,AUS Office - Office Chairs']",1,0,0.0,2019.0
"['AUS Furniture - Entertainment - TV Units,AUS Home Décor - Clocks,AUS Manchester - Blankets & Throws,AUS Manchester - Blankets & Throws']",1,0,0.0,2020.0
"['AUS Furniture - Bar Stools,AUS Furniture - Bar Stools,AUS Furniture - Bar Stools,AUS Furniture - Bar Stools']",10,2,20.0,2019.0
"['AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills,AUS Dinnerware - Serving Pieces,AUS S&O - Kitchen - Food Storage and Organisation,AUS Kitchenware - [Cooking] Utensils,AUS Kitchenware - [Cooking] Salt/Pepper Shakers/Mills']",1,1,100.0,2020.0
"['AUS Home Décor - Mirrors,AUS Home Décor - Statues & Ornaments,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Rugs - Rugs,AUS Furniture - Seating - Sofas & Lounge Sets']",1,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Lighting - Indoor - Lamps,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Kitchenware - Kitchen & Butler Trays,AUS Home Décor - Wall Art']",1,0,0.0,2018.0
"['AUS Manchester - Quilt Covers,AUS Lighting - Indoor - Lamps,AUS Home Décor - Mirrors']",1,0,0.0,2018.0
"['AUS Bathroomware - Showers,AUS Bathroomware - Showers,AUS Bathroomware - Bathroom Taps & Mixers']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Office - Desks,AUS Rugs - Rugs,AUS Rugs - Rugs,AUS Office - Office Chairs,AUS Office - Desks']",1,1,100.0,2018.0
"['AUS Furniture - Bedroom - Bed Mattresses,AUS Rugs - Rugs,AUS Furniture - Bedroom - Bedside Tables']",1,0,0.0,2020.0
"['AUS Manchester - Mattress Toppers' 'Pads'
 'Underlays,AUS Manchester - Bed Sheets,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2019.0
"['AUS Furniture - Bar Stools,AUS Lighting - Outdoor Lighting']",2,0,0.0,2020.0
"['AUS Kitchenware - Cutting Boards,AUS Kitchenware - [Cooking] Casseroles/Dutch Ovens']",1,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Manchester - Blankets & Throws,AUS Rugs - Rugs']",2,0,0.0,2019.0
"['AUS Furniture - Bedroom - Beds,AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Home Décor - Wall Decals' 'Stickers & Murals']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Furniture - Dining - Buffets & Sideboards']",1,0,0.0,2019.0
"['AUS Furniture - Bar Stools,AUS Manchester - Bed Sheets']",3,0,0.0,2020.0
"['AUS Rugs - Rugs,AUS Furniture - Sofa Beds']",4,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Home Décor - Room Dividers,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Lighting - Party Lights,AUS Lighting - Party Lights,AUS Office - Desks']",1,1,100.0,2020.0
"['AUS Outdoor - All Planters,AUS Lighting - Outdoor Lighting']",2,0,0.0,2020.0
"['AUS Furniture - Outdoor - Dining Sets,AUS Furniture - Outdoor - Sofas & Lounge Sets']",1,0,0.0,2020.0
"['AUS Furniture - Dining - Dining Sets,AUS Rugs - Doormats']",1,1,100.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS S&O - Laundry Baskets & Organisation,AUS Furniture - Sofa Beds,AUS Lighting - Indoor - Ceiling Fixtures']",1,0,0.0,2020.0
"['AUS Dinnerware - Drinkware - Glasses,AUS Dinnerware - Drinkware - Glasses,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Manchester - Bath - Bath Towels & Bath Mats,AUS Dinnerware - Drinkware - Glasses']",1,0,0.0,2020.0
"['AUS Home Décor - Clocks,AUS Home Décor - Artificial Plants & Flowers']",2,0,0.0,2020.0
"['AUS Bathroomware - Bathroom Accessories,AUS Gift & Novelty - Gift Ideas,AUS Gift & Novelty - Gift Ideas,AUS Gift & Novelty - Gift Ideas,AUS Bags - Bags']",1,0,0.0,2018.0
"['AUS Dinnerware - Teacups & Mugs,AUS Dinnerware - Dinnerware Sets,AUS Dinnerware - Dinnerware Sets']",2,0,0.0,2020.0
"['AUS Furniture - Bedroom - Bedside Tables,AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Kitchenware - Kitchen & Butler Trays,AUS Furniture - Occasional - Ottomans & Stools,AUS Kitchenware - Picnic Baskets & Accessories']",1,0,0.0,2019.0
"['AUS Home Décor - Clocks,AUS Home Décor - Clocks,AUS Home Décor - Vases']",1,0,0.0,2019.0
"['AUS Home Décor - Artificial Plants & Flowers,AUS Home Décor - Artificial Plants & Flowers,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2019.0
"['AUS Rugs - Rugs,AUS Bathroomware - Bathroom Accessories,AUS Bathroomware - Bathroom Accessories,AUS Bathroomware - Bathroom Accessories']",1,0,0.0,2019.0
"['AUS Kitchenware - Cutting Boards,AUS Home Décor - Vases,AUS Kitchenware - Cutting Boards']",1,0,0.0,2019.0
"['AUS Manchester - Bed Sheets,AUS Manchester - Home - Cushions,AUS Manchester - Quilt Covers,AUS Home Décor - Clocks']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Manchester - Bath - Bath Towels & Bath Mats']",2,0,0.0,2019.0
"['AUS Office - Office Chairs,AUS Rugs - Doormats,AUS Kitchenware - [Cooking] Utensils']",1,0,0.0,2020.0
"['AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Manchester - Home - Kitchen/Cooking Linens,AUS Rugs - Rugs']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Accents,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Home Décor - Wall Decals'
 'Stickers & Murals,AUS Appliances - Heating'
 'Cooling & Air Treatment,AUS Furniture - Dining - Dining Chairs,AUS Furniture - Bar Stools']",1,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS Outdoor - All Planters,AUS Home Décor - Clocks,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Serving Pieces,AUS Dinnerware - Cutlery Sets']",1,0,0.0,2020.0
"['AUS Baby - Bedding,AUS Furniture - Bedroom - Cots']",10,1,10.0,2020.0
"['AUS Lighting - Indoor - Ceiling Fixtures,AUS Office - Office Chairs']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Occasional - Ottomans & Stools,AUS Furniture - Seating - Sofas & Lounge Sets']",1,0,0.0,2020.0
"['AUS Lighting - Indoor - Lamps,AUS Furniture - Coat Racks'
 'Hall Trees & Umbrella Stands']",2,0,0.0,2020.0
['AUS Pet - [Dog' 'Cat & Bird] Toys'],6,0,0.0,2019.0
"['AUS Pet - [Cat] Cat Trees & Scratching Posts,AUS Furniture - Dining - Dining Chairs']",1,0,0.0,2019.0
"['AUS Kitchen Fixtures - Kitchen Sinks,AUS Lighting - Indoor - Lamps']",1,0,0.0,2018.0
"['AUS Furniture - Seating - Sofas & Lounge Sets,AUS Furniture - Entertainment - TV Units']",2,0,0.0,2020.0
"['AUS Home Décor - Wall Art,AUS Home Décor - Clocks,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art,AUS Home Décor - Wall Art']",1,0,0.0,2019.0
"['AUS Lighting - Indoor - Lamps,AUS Lighting - Indoor - Lamps,AUS Lighting - Lamp Shades']",1,0,0.0,2019.0
"['AUS Manchester - Home - Cushions,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Beds']",1,0,0.0,2019.0
"['AUS Furniture - Outdoor - Benches,AUS Furniture - Outdoor - Chairs']",2,0,0.0,2019.0
"['AUS Furniture - Wine Racks & Cabinets,AUS Furniture - Outdoor - Dining Sets,AUS Furniture - Occasional - Side/End Tables']",1,0,0.0,2020.0
"['AUS Furniture - Occasional - Coffee Tables,AUS Furniture - Bedroom - Chest of Drawers,AUS S&O - Bookcases & Shelving Units']",1,0,0.0,2019.0
"['AUS Lighting - Outdoor Lighting,AUS Lighting - Outdoor Lighting,AUS S&O - Sheds & Outdoor Storage']",1,0,0.0,2020.0
"['AUS Seasonal - Christmas Lights,AUS Seasonal - Christmas Decorations']",2,0,0.0,2020.0
"['AUS Pet - [Dog & Cat] Pet Beds & Blankets,AUS Home Décor - Mirrors']",2,0,0.0,2020.0
"['AUS Office - Office Chairs,AUS Office - Desks,AUS Furniture - Bedroom - Bedside Tables,AUS Furniture - Bedroom - Bed Mattresses,AUS Furniture - Bedroom - Beds,AUS Furniture - Entertainment - TV Units']",1,0,0.0,2019.0
['AUS Office - Reception Desks'],4,4,100.0,2020.0
"['AUS Kitchenware - Knives,AUS Dinnerware - Cutlery Sets']",4,1,25.0,2020.0
"['AUS Manchester - Bed Sheets,AUS Office - Office Chairs']",3,0,0.0,2020.0
